id,pickup_id,shelter_id,delivered_kg,delivered_ts
1771,1281,58,23.65,2025-03-26 01:28:34
1772,1281,37,33.75,2025-03-26 02:47:34
1773,1282,22,36.9,2025-03-12 09:34:08
1774,1283,15,6.44,2025-08-29 05:51:49
1775,1283,40,3.06,2025-08-29 05:49:49
1776,1283,37,3.7,2025-08-29 06:38:49
1777,1284,54,8.63,2025-06-28 07:18:56
1778,1284,10,4.37,2025-06-28 07:03:56
1779,1285,21,17.6,2025-06-04 18:52:42
1780,1286,25,5.83,2025-08-21 08:11:10
1781,1286,35,14.57,2025-08-21 06:52:10
1782,1287,6,48.1,2025-04-02 13:22:51
1783,1288,18,119.6,2025-10-03 23:06:02
1784,1289,55,1.36,2025-05-29 07:16:47
1785,1289,15,3.84,2025-05-29 07:37:47
1786,1290,11,56.3,2025-01-17 08:46:45
1787,1291,7,6.72,2025-07-02 03:37:01
1788,1291,16,3.48,2025-07-02 03:02:01
1789,1292,39,36.83,2025-04-12 13:09:35
1790,1292,25,51.27,2025-04-12 13:07:35
1791,1293,7,39.2,2025-10-18 18:52:08
1792,1294,29,11.47,2025-10-24 03:23:24
1793,1294,48,16.93,2025-10-24 02:46:24
1794,1295,25,13.88,2025-10-14 13:53:08
1795,1295,35,8.32,2025-10-14 12:19:08
1796,1296,32,21.54,2025-11-07 09:33:04
1797,1296,51,49.56,2025-11-07 09:02:04
1798,1297,32,2.6,2025-01-15 06:27:37
1799,1297,40,4.4,2025-01-15 07:29:37
1800,1298,39,87.7,2025-07-12 14:00:10
1801,1299,46,118.8,2025-06-28 03:05:46
1802,1300,45,43.6,2025-02-06 18:09:32
1803,1301,14,3.04,2025-07-17 22:47:46
1804,1301,21,7.66,2025-07-17 22:23:46
1805,1302,16,44.8,2025-08-15 23:48:21
1806,1303,39,15.19,2025-06-12 02:16:22
1807,1303,2,8.21,2025-06-12 02:28:22
1808,1305,45,18.94,2025-05-26 11:20:56
1809,1305,29,20.36,2025-05-26 10:06:56
1810,1306,23,14.41,2025-02-01 20:56:50
1811,1306,25,53.89,2025-02-01 20:29:50
1812,1307,47,33.7,2025-04-15 23:18:47
1813,1308,6,16.5,2025-08-31 01:55:39
1814,1309,15,114.2,2025-02-20 14:15:05
1815,1310,31,33.1,2025-11-07 07:59:08
1816,1311,55,47.4,2025-02-06 07:16:16
1817,1313,39,7.4,2025-04-22 01:03:41
1818,1314,55,10.4,2025-11-08 11:22:49
1819,1315,24,45.4,2025-05-20 19:30:06
1820,1316,6,66.4,2025-06-01 01:54:23
1821,1317,45,8.59,2025-06-14 11:47:27
1822,1317,4,22.21,2025-06-14 11:39:27
1823,1318,60,10.9,2025-02-06 11:36:59
1824,1319,19,117.1,2025-09-09 20:39:06
1825,1320,18,112.4,2025-09-09 17:39:40
1826,1321,20,7.18,2025-04-28 00:54:05
1827,1321,34,17.32,2025-04-28 00:23:05
1828,1322,40,85.3,2025-07-23 11:55:16
1829,1323,51,4.3,2025-07-19 18:55:12
1830,1324,12,25.52,2025-10-08 03:30:32
1831,1324,36,12.18,2025-10-08 02:32:32
1832,1325,58,19.1,2025-10-26 21:22:25
1833,1326,52,61.3,2025-11-02 15:54:05
1834,1327,7,4.98,2025-04-27 00:04:33
1835,1327,53,2.4,2025-04-26 23:00:33
1836,1327,12,3.92,2025-04-27 00:06:33
1837,1328,30,23.8,2025-08-31 16:09:03
1838,1329,47,116.3,2025-03-14 06:05:22
1839,1330,60,14.4,2025-06-18 20:35:56
1840,1331,1,18.8,2025-09-13 02:20:29
1841,1332,50,21.4,2025-08-23 02:30:51
1842,1333,2,31.7,2025-09-26 15:20:20
1843,1334,26,34.4,2025-02-18 22:12:06
1844,1335,31,6.0,2025-03-15 10:36:52
1845,1336,16,16.0,2025-04-05 05:59:17
1846,1337,51,21.59,2025-02-03 19:50:00
1847,1337,30,13.41,2025-02-03 19:12:00
1848,1338,46,18.7,2025-02-15 14:00:29
1849,1340,11,50.1,2025-08-10 12:09:35
1850,1341,3,11.7,2025-09-03 05:36:45
1851,1342,9,78.5,2025-08-14 02:28:50
1852,1343,34,59.9,2025-06-05 14:25:27
1853,1344,36,19.84,2025-04-01 10:31:06
1854,1344,47,16.96,2025-04-01 10:50:06
1855,1345,30,6.0,2025-08-04 06:00:00
1856,1346,37,11.31,2025-07-12 13:12:57
1857,1346,54,4.08,2025-07-12 13:26:57
1858,1346,26,4.21,2025-07-12 13:30:57
1859,1347,11,7.9,2025-01-09 10:58:04
1860,1347,55,9.2,2025-01-09 11:10:04
1861,1348,3,11.2,2025-04-01 13:14:28
1862,1349,24,45.6,2025-10-06 03:34:21
1863,1350,25,27.63,2025-06-01 23:33:24
1864,1350,20,79.47,2025-06-01 23:29:24
1865,1351,32,27.8,2025-11-07 23:05:26
1866,1352,14,78.4,2025-10-19 07:45:22
1867,1353,49,17.3,2025-08-24 15:30:23
1868,1354,38,75.9,2025-04-02 13:44:19
1869,1355,51,23.0,2025-05-20 01:26:24
1870,1355,26,17.0,2025-05-20 00:41:24
1871,1356,58,101.1,2025-11-10 16:15:57
1872,1357,17,16.2,2025-08-07 15:08:48
1873,1358,46,49.7,2025-01-19 12:12:18
1874,1359,30,19.7,2025-07-20 12:21:32
1875,1360,16,58.9,2025-10-21 20:30:03
1876,1361,24,35.94,2025-11-17 05:23:13
1877,1361,23,15.3,2025-11-17 04:52:13
1878,1361,59,13.05,2025-11-17 05:45:13
1879,1362,56,10.8,2025-03-22 03:53:18
1880,1363,19,90.1,2025-10-24 07:27:32
1881,1364,36,43.8,2025-05-22 15:31:25
1882,1365,31,23.5,2025-06-11 21:02:09
1883,1366,13,13.6,2025-04-22 17:38:51
1884,1367,11,27.2,2025-06-11 13:23:38
1885,1368,10,13.6,2025-07-26 01:03:54
1886,1369,2,3.22,2025-06-09 07:19:21
1887,1369,14,3.48,2025-06-09 08:17:21
1888,1370,2,48.7,2025-06-22 06:04:56
1889,1371,52,30.1,2025-02-03 07:03:24
1890,1372,40,78.7,2025-01-25 05:49:34
1891,1373,4,28.1,2025-08-12 12:12:42
1892,1374,49,19.37,2025-04-26 05:27:05
1893,1374,28,19.93,2025-04-26 05:33:05
1894,1375,36,6.43,2025-10-16 20:15:32
1895,1375,48,23.07,2025-10-16 20:09:32
1896,1376,10,10.9,2025-08-26 09:39:00
1897,1377,47,7.51,2025-07-31 19:30:41
1898,1377,41,7.79,2025-07-31 20:06:41
1899,1377,10,6.1,2025-07-31 19:08:41
1900,1378,6,33.3,2025-11-12 15:23:50
1901,1379,26,63.8,2025-01-15 17:20:13
1902,1380,20,60.2,2025-07-22 11:22:45
1903,1381,13,12.3,2025-05-02 14:51:12
1904,1382,27,10.6,2025-08-19 11:06:01
1905,1383,36,23.69,2025-10-12 15:40:20
1906,1383,17,13.21,2025-10-12 15:58:20
1907,1384,55,10.96,2025-02-18 10:31:15
1908,1384,17,19.8,2025-02-18 10:15:15
1909,1384,31,7.84,2025-02-18 11:44:15
1910,1385,60,11.75,2025-08-11 16:00:00
1911,1385,32,26.15,2025-08-11 17:05:00
1912,1386,30,32.4,2025-08-15 06:25:50
1913,1387,24,10.5,2025-05-17 11:05:43
1914,1387,31,17.8,2025-05-17 11:20:43
1915,1388,48,9.85,2025-09-19 13:26:14
1916,1388,41,11.89,2025-09-19 12:24:14
1917,1388,21,10.76,2025-09-19 13:07:14
1918,1389,44,45.4,2025-05-08 17:20:18
1919,1390,18,12.47,2025-02-08 10:55:46
1920,1390,39,12.73,2025-02-08 11:11:46
1921,1391,2,21.83,2025-01-25 13:35:13
1922,1391,31,45.77,2025-01-25 12:46:13
1923,1392,20,62.4,2025-05-24 19:19:17
1924,1393,26,50.4,2025-06-03 17:20:21
1925,1394,20,25.9,2025-09-25 23:31:42
1926,1395,10,19.97,2025-02-26 11:19:14
1927,1395,15,40.73,2025-02-26 10:45:14
1928,1396,30,18.29,2025-07-19 15:55:07
1929,1396,60,40.91,2025-07-19 15:43:07
1930,1397,33,58.0,2025-01-14 01:14:22
1931,1398,26,25.3,2025-06-09 02:21:47
1932,1399,20,72.9,2025-03-01 21:46:05
1933,1401,40,25.6,2025-01-20 05:57:38
1934,1402,5,44.7,2025-11-15 12:21:56
1935,1403,28,6.17,2025-01-18 16:45:15
1936,1403,53,3.13,2025-01-18 17:29:15
1937,1404,31,16.9,2025-10-31 19:45:13
1938,1405,16,14.03,2025-02-24 03:56:16
1939,1405,57,12.56,2025-02-24 04:19:16
1940,1405,60,15.41,2025-02-24 04:19:16
1941,1406,16,27.32,2025-02-28 06:35:06
1942,1406,16,16.77,2025-02-28 05:23:06
1943,1406,52,18.71,2025-02-28 06:05:06
1944,1407,39,19.8,2025-08-31 12:46:30
1945,1408,55,27.3,2025-01-19 04:02:14
1946,1409,6,61.0,2025-03-06 15:58:29
1947,1410,28,6.57,2025-05-01 07:59:21
1948,1410,58,25.63,2025-05-01 07:53:21
1949,1411,52,54.4,2025-08-29 16:35:23
1950,1412,1,10.63,2025-10-19 19:58:46
1951,1412,12,27.87,2025-10-19 20:52:46
1952,1413,54,9.2,2025-01-08 17:37:47
1953,1414,59,9.6,2025-06-22 22:08:07
1954,1415,6,14.55,2025-01-18 20:39:40
1955,1415,11,23.85,2025-01-18 19:31:40
1956,1416,38,6.17,2025-01-10 16:27:36
1957,1416,3,10.73,2025-01-10 16:33:36
1958,1417,60,52.0,2025-02-08 23:46:23
1959,1418,58,8.9,2025-02-05 03:54:55
1960,1419,7,56.9,2025-05-07 17:07:44
1961,1420,40,4.8,2025-05-05 15:47:09
1962,1421,19,9.06,2025-03-21 01:27:27
1963,1421,5,29.34,2025-03-21 00:26:27
1964,1422,17,30.1,2025-10-20 14:45:58
1965,1423,45,27.4,2025-08-04 05:16:43
1966,1424,39,10.1,2025-01-08 14:47:38
1967,1425,3,34.4,2025-08-04 19:00:53
1968,1426,43,43.5,2025-02-02 22:57:57
1969,1427,52,16.2,2025-07-30 06:25:48
1970,1428,20,17.5,2025-06-25 19:47:26
1971,1429,53,77.2,2025-09-12 00:36:58
1972,1430,60,7.1,2025-08-21 14:24:52
1973,1431,20,18.3,2025-03-25 00:58:44
1974,1432,10,6.25,2025-07-27 19:13:22
1975,1432,10,14.25,2025-07-27 19:44:22
1976,1433,38,6.3,2025-02-24 13:55:05
1977,1434,9,12.11,2025-07-16 10:22:56
1978,1434,47,32.09,2025-07-16 09:44:56
1979,1435,22,107.2,2025-04-12 21:51:24
1980,1436,31,11.61,2025-05-06 07:34:08
1981,1436,27,12.09,2025-05-06 06:58:08
1982,1437,43,77.0,2025-09-27 01:59:48
1983,1438,14,11.07,2025-09-19 15:44:41
1984,1438,42,8.02,2025-09-19 15:14:41
1985,1438,24,7.21,2025-09-19 14:18:41
1986,1439,23,54.2,2025-10-24 11:15:28
1987,1440,54,64.7,2025-01-31 10:48:04
1988,1441,53,6.72,2025-11-13 00:13:13
1989,1441,30,13.88,2025-11-13 00:53:13
1990,1442,56,7.66,2025-11-12 16:50:26
1991,1442,29,11.54,2025-11-12 16:01:26
1992,1444,48,2.9,2025-10-03 19:03:08
1993,1445,37,24.65,2025-11-11 08:44:09
1994,1445,12,18.24,2025-11-11 08:37:09
1995,1445,56,23.91,2025-11-11 07:08:09
1996,1446,6,19.97,2025-04-20 09:53:20
1997,1446,57,9.53,2025-04-20 10:02:20
1998,1447,33,9.3,2025-03-18 12:19:40
1999,1447,32,18.02,2025-03-18 13:06:40
2000,1447,59,8.58,2025-03-18 12:24:40
2001,1448,27,18.9,2025-07-14 15:55:22
2002,1449,41,15.7,2025-09-19 09:18:48
2003,1450,52,10.4,2025-10-18 01:51:35
2004,1451,1,46.8,2025-10-11 10:42:47
2005,1452,53,25.9,2025-09-21 14:44:34
2006,1453,43,9.75,2025-06-16 06:36:43
2007,1453,48,8.57,2025-06-16 06:58:43
2008,1453,33,16.38,2025-06-16 06:44:43
2009,1454,57,6.8,2025-06-08 09:21:29
2010,1455,40,23.1,2025-07-21 06:36:01
2011,1456,47,3.81,2025-07-27 04:13:24
2012,1456,3,8.99,2025-07-27 04:17:24
2013,1457,38,18.7,2025-08-11 11:26:42
2014,1458,49,12.8,2025-01-30 07:08:04
2015,1459,22,7.4,2025-09-01 11:27:36
2016,1460,41,21.8,2025-11-07 00:03:14
2017,1461,60,23.06,2025-07-04 07:06:11
2018,1461,59,52.38,2025-07-04 07:12:11
2019,1461,37,27.06,2025-07-04 07:30:11
2020,1462,54,101.6,2025-11-05 18:29:07
2021,1463,17,63.9,2025-10-25 03:01:53
2022,1464,55,49.7,2025-01-14 08:20:08
2023,1465,43,5.1,2025-11-08 23:26:23
2024,1466,1,10.24,2025-02-09 21:49:06
2025,1466,15,21.06,2025-02-09 22:23:06
2026,1467,29,7.9,2025-02-07 15:07:09
2027,1469,28,41.4,2025-08-29 19:48:49
2028,1470,52,37.8,2025-07-21 05:05:24
2029,1471,27,2.76,2025-10-05 09:44:56
2030,1471,33,3.14,2025-10-05 08:37:56
2031,1472,41,15.51,2025-07-18 01:04:23
2032,1472,20,11.89,2025-07-18 01:06:23
2033,1473,38,22.72,2025-03-14 14:08:54
2034,1473,35,19.98,2025-03-14 13:32:54
2035,1474,55,2.44,2025-06-19 14:47:56
2036,1474,60,4.66,2025-06-19 15:03:56
2037,1475,42,13.31,2025-07-30 13:08:29
2038,1475,1,8.1,2025-07-30 12:24:29
2039,1475,28,9.99,2025-07-30 13:26:29
2040,1476,16,61.6,2025-04-24 10:26:45
2041,1477,47,4.8,2025-02-26 13:31:23
2042,1477,11,5.8,2025-02-26 12:29:23
2043,1477,19,12.5,2025-02-26 13:20:23
2044,1478,14,20.44,2025-06-14 06:57:41
2045,1478,11,29.66,2025-06-14 07:36:41
2046,1479,60,20.3,2025-05-14 01:16:40
2047,1480,45,58.0,2025-09-27 07:04:53
2048,1481,5,29.2,2025-04-27 17:04:07
2049,1482,16,11.8,2025-03-27 13:10:39
2050,1482,50,5.25,2025-03-27 13:18:39
2051,1482,51,4.45,2025-03-27 14:48:39
2052,1483,8,4.29,2025-08-31 15:53:21
2053,1483,29,8.51,2025-08-31 17:08:21
2054,1484,50,60.9,2025-05-27 08:59:07
2055,1485,8,47.12,2025-01-05 05:27:03
2056,1485,43,53.78,2025-01-05 05:23:03
2057,1486,6,24.4,2025-06-21 10:44:04
2058,1487,23,45.8,2025-01-12 21:02:22
2059,1488,13,10.4,2025-03-10 02:19:58
2060,1489,47,18.5,2025-03-10 17:51:37
2061,1490,52,9.5,2025-05-28 13:17:57
2062,1491,10,16.43,2025-06-27 12:37:35
2063,1491,11,9.46,2025-06-27 13:00:35
2064,1491,53,6.51,2025-06-27 13:23:35
2065,1492,41,24.56,2025-06-18 20:18:43
2066,1492,2,58.14,2025-06-18 19:26:43
2067,1493,51,16.5,2025-03-16 19:34:56
2068,1494,50,5.04,2025-09-05 10:31:55
2069,1494,26,14.96,2025-09-05 11:09:55
2070,1495,40,31.7,2025-07-28 07:29:36
2071,1496,38,46.0,2025-11-06 09:27:26
2072,1497,15,24.16,2025-03-23 15:59:07
2073,1497,43,79.54,2025-03-23 16:10:07
2074,1498,25,33.28,2025-03-07 09:43:37
2075,1498,42,16.18,2025-03-07 09:26:37
2076,1498,13,15.54,2025-03-07 09:32:37
2077,1499,1,6.82,2025-07-21 20:59:38
2078,1499,23,24.48,2025-07-21 21:48:38
2079,1500,60,88.4,2025-07-08 02:14:18
2080,1501,27,42.1,2025-09-06 04:27:30
2081,1502,56,6.77,2025-03-21 04:56:06
2082,1502,6,26.43,2025-03-21 05:15:06
2083,1503,39,13.7,2025-05-27 19:02:04
2084,1504,8,38.0,2025-10-20 07:25:54
2085,1505,32,45.4,2025-01-17 08:38:47
2086,1506,47,18.1,2025-06-18 08:34:41
2087,1507,3,8.01,2025-03-12 03:33:26
2088,1507,54,22.79,2025-03-12 03:30:26
2089,1508,20,33.0,2025-04-25 17:47:18
2090,1509,19,35.1,2025-03-30 19:46:19
2091,1510,4,33.9,2025-05-10 23:13:54
2092,1511,17,17.48,2025-09-23 20:41:53
2093,1511,25,12.53,2025-09-23 20:56:53
2094,1511,18,7.5,2025-09-23 19:31:53
2095,1512,5,22.1,2025-10-06 12:21:52
2096,1513,20,0.83,2025-11-16 18:12:26
2097,1513,2,0.78,2025-11-16 17:30:26
2098,1513,19,0.78,2025-11-16 16:41:26
2099,1515,6,22.9,2025-06-04 18:42:04
2100,1516,39,25.31,2025-07-20 17:17:26
2101,1516,7,12.69,2025-07-20 17:49:26
2102,1517,17,46.7,2025-05-13 15:32:38
2103,1518,12,36.98,2025-09-29 09:42:02
2104,1518,14,66.02,2025-09-29 10:40:02
2105,1519,15,40.4,2025-05-26 20:47:31
2106,1520,54,43.6,2025-07-14 11:17:32
2107,1521,6,27.35,2025-09-24 17:45:21
2108,1521,46,20.05,2025-09-24 17:39:21
2109,1522,56,27.8,2025-01-10 09:59:39
2110,1523,43,13.02,2025-08-10 01:15:22
2111,1523,7,24.28,2025-08-10 00:43:22
2112,1524,20,26.44,2025-05-29 10:23:47
2113,1524,6,19.46,2025-05-29 11:11:47
2114,1525,9,4.22,2025-07-04 17:30:54
2115,1525,7,8.38,2025-07-04 17:32:54
2116,1526,3,20.97,2025-02-06 14:15:25
2117,1526,52,10.51,2025-02-06 14:14:25
2118,1526,26,16.73,2025-02-06 14:00:25
2119,1527,11,24.4,2025-08-23 16:28:33
2120,1528,58,31.9,2025-03-22 08:24:19
2121,1529,12,5.64,2025-05-24 12:36:17
2122,1529,59,17.76,2025-05-24 13:38:17
2123,1530,7,45.9,2025-03-03 09:40:35
2124,1531,31,69.0,2025-01-28 01:07:03
2125,1532,9,6.5,2025-06-18 06:04:08
2126,1533,56,21.6,2025-05-01 22:15:01
2127,1535,1,18.82,2025-11-11 00:05:32
2128,1535,34,40.18,2025-11-11 00:40:32
2129,1536,50,53.73,2025-06-30 02:21:03
2130,1536,13,56.37,2025-06-30 02:35:03
2131,1537,4,6.4,2025-05-16 00:54:27
2132,1538,43,40.0,2025-11-17 04:23:12
2133,1539,34,55.7,2025-10-13 04:14:44
2134,1540,26,73.6,2025-08-10 04:19:42
2135,1541,16,17.3,2025-04-17 16:30:47
2136,1541,55,15.93,2025-04-17 17:14:47
2137,1541,46,14.17,2025-04-17 16:11:47
2138,1542,39,21.1,2025-10-10 13:21:21
2139,1543,26,27.5,2025-08-04 01:05:31
2140,1544,17,18.4,2025-10-26 02:24:43
2141,1545,42,19.76,2025-07-16 22:45:49
2142,1545,8,20.74,2025-07-16 22:15:49
2143,1546,16,2.28,2025-10-19 12:41:50
2144,1546,3,3.14,2025-10-19 13:47:50
2145,1546,5,2.18,2025-10-19 13:45:50
2146,1548,18,15.72,2025-09-18 16:13:27
2147,1548,37,43.38,2025-09-18 16:00:27
2148,1549,46,41.2,2025-09-13 12:29:40
2149,1550,1,18.1,2025-03-08 15:39:20
2150,1551,14,6.8,2025-07-28 00:13:05
2151,1552,47,18.5,2025-09-21 10:08:06
2152,1553,56,33.8,2025-01-14 17:27:57
2153,1554,25,16.9,2025-09-04 21:42:31
2154,1555,43,15.23,2025-06-02 01:55:38
2155,1555,55,12.97,2025-06-02 01:24:38
2156,1556,25,11.8,2025-10-28 07:58:48
2157,1557,55,28.1,2025-03-20 01:35:06
2158,1558,28,2.97,2025-11-16 00:36:42
2159,1558,17,3.48,2025-11-16 00:07:42
2160,1558,28,3.55,2025-11-16 00:01:42
2161,1559,51,7.2,2025-03-07 13:03:54
2162,1560,34,4.49,2025-05-06 16:43:29
2163,1560,14,15.02,2025-05-06 16:22:29
2164,1561,10,19.9,2025-06-16 12:54:00
2165,1562,28,5.9,2025-01-07 04:17:34
2166,1563,34,4.94,2025-03-27 21:13:42
2167,1563,38,6.36,2025-03-27 19:44:42
2168,1564,42,33.2,2025-01-27 12:22:22
2169,1565,45,29.7,2025-02-09 21:33:17
2170,1566,18,6.32,2025-05-07 08:11:03
2171,1566,31,3.88,2025-05-07 07:42:03
2172,1567,2,20.7,2025-02-21 23:27:38
2173,1568,15,16.58,2025-09-17 04:00:26
2174,1568,33,15.12,2025-09-17 04:21:26
2175,1569,8,11.9,2025-05-29 20:25:35
2176,1570,34,13.2,2025-01-06 12:50:14
2177,1571,18,38.4,2025-04-03 03:44:24
2178,1572,48,9.02,2025-05-26 19:37:47
2179,1572,2,10.68,2025-05-26 19:49:47
2180,1573,16,7.1,2025-01-16 01:41:58
2181,1574,49,10.01,2025-05-09 00:17:41
2182,1574,60,20.69,2025-05-09 01:11:41
2183,1575,37,80.8,2025-07-22 16:21:12
2184,1576,41,25.44,2025-01-10 13:23:16
2185,1576,34,29.26,2025-01-10 14:03:16
2186,1577,21,17.9,2025-07-29 18:56:59
2187,1578,37,23.17,2025-10-07 19:17:48
2188,1578,1,16.43,2025-10-07 19:07:48
2189,1580,7,13.0,2025-09-04 17:16:42
2190,1581,17,3.58,2025-08-02 12:41:32
2191,1581,52,2.82,2025-08-02 13:16:32
2192,1582,41,9.4,2025-10-09 21:58:17
2193,1583,39,89.4,2025-03-10 22:26:53
2194,1584,7,15.7,2025-03-20 14:06:36
2195,1585,13,13.8,2025-05-28 02:03:55
2196,1586,22,13.9,2025-06-18 17:50:53
2197,1586,31,24.5,2025-06-18 16:46:53
2198,1587,15,4.38,2025-02-02 17:00:11
2199,1587,36,5.02,2025-02-02 16:52:11
2200,1588,7,30.6,2025-10-10 13:10:08
2201,1589,15,41.4,2025-05-27 01:04:20
2202,1590,14,13.2,2025-07-02 14:03:21
2203,1591,48,3.1,2025-10-10 02:00:32
2204,1592,36,74.6,2025-05-26 07:34:45
2205,1593,15,32.8,2025-06-09 02:37:35
2206,1594,3,11.03,2025-03-17 18:42:16
2207,1594,1,24.67,2025-03-17 19:02:16
2208,1595,42,15.8,2025-05-16 17:44:19
2209,1595,57,23.2,2025-05-16 18:24:19
2210,1596,6,53.7,2025-01-23 18:26:45
2211,1597,40,61.0,2025-01-14 18:18:01
2212,1598,17,79.4,2025-09-29 06:47:17
2213,1599,49,18.11,2025-02-27 15:03:49
2214,1599,3,20.59,2025-02-27 14:13:49
2215,1600,35,29.8,2025-01-06 03:44:34
2216,1601,45,54.4,2025-10-02 14:48:50
2217,1602,53,30.03,2025-03-06 18:47:16
2218,1602,51,15.27,2025-03-06 18:12:16
2219,1603,7,35.2,2025-09-14 02:24:05
2220,1604,15,16.8,2025-10-10 23:36:32
2221,1605,45,18.24,2025-11-13 14:13:18
2222,1605,60,35.56,2025-11-13 14:03:18
2223,1606,36,12.1,2025-09-29 20:21:09
2224,1607,41,21.26,2025-01-28 11:20:11
2225,1607,2,78.54,2025-01-28 12:21:11
2226,1608,11,13.56,2025-10-13 02:21:55
2227,1608,48,32.24,2025-10-13 01:05:55
2228,1609,13,51.2,2025-03-19 06:13:06
2229,1610,30,17.1,2025-11-13 15:15:58
2230,1610,43,40.1,2025-11-13 14:45:58
2231,1611,9,4.6,2025-03-16 21:58:46
2232,1612,59,39.7,2025-09-05 13:41:29
2233,1613,57,2.34,2025-01-26 08:44:09
2234,1613,20,3.76,2025-01-26 08:45:09
2235,1614,5,5.53,2025-10-23 18:19:12
2236,1614,58,7.77,2025-10-23 18:37:12
2237,1615,1,14.3,2025-08-15 13:45:06
2238,1616,35,8.4,2025-05-27 05:41:32
2239,1617,58,46.7,2025-05-12 07:17:49
2240,1618,49,50.8,2025-11-14 13:54:03
2241,1619,10,83.2,2025-01-23 13:50:47
2242,1620,15,98.7,2025-09-29 13:47:17
2243,1621,34,3.62,2025-04-19 22:30:34
2244,1621,36,9.18,2025-04-19 22:30:34
2245,1622,58,6.0,2025-09-14 06:35:13
2246,1622,22,6.9,2025-09-14 06:34:13
2247,1623,35,7.73,2025-09-06 04:42:25
2248,1623,37,19.97,2025-09-06 04:50:25
2249,1624,28,11.8,2025-11-11 00:06:03
2250,1625,51,20.6,2025-06-05 19:45:35
2251,1626,17,33.1,2025-09-30 00:38:36
2252,1627,52,20.5,2025-10-04 21:29:48
2253,1628,19,11.17,2025-01-13 16:54:30
2254,1628,50,42.03,2025-01-13 16:51:30
2255,1629,56,29.7,2025-07-01 15:16:11
2256,1630,45,76.8,2025-07-30 09:14:24
2257,1631,15,7.6,2025-02-05 01:49:53
2258,1632,8,1.59,2025-10-26 00:29:57
2259,1632,31,1.81,2025-10-25 23:51:57
2260,1633,38,14.4,2025-02-18 04:54:27
2261,1634,34,24.2,2025-11-06 07:14:28
2262,1634,35,15.6,2025-11-06 07:31:28
2263,1635,59,16.89,2025-01-26 11:24:25
2264,1635,33,11.31,2025-01-26 11:00:25
2265,1636,16,34.69,2025-10-09 22:04:05
2266,1636,36,38.81,2025-10-09 23:03:05
2267,1637,35,32.5,2025-03-29 04:55:41
2268,1638,22,6.2,2025-10-15 23:26:02
2269,1639,12,23.1,2025-05-24 05:28:27
2270,1640,55,114.9,2025-01-02 00:50:40
2271,1641,15,7.48,2025-05-05 13:08:18
2272,1641,41,20.22,2025-05-05 12:56:18
2273,1642,40,37.7,2025-09-16 02:59:51
2274,1643,47,5.9,2025-06-29 06:11:44
2275,1644,48,42.2,2025-06-27 08:33:11
2276,1645,18,3.87,2025-01-14 17:43:28
2277,1645,22,5.13,2025-01-14 18:04:28
2278,1646,1,26.1,2025-04-17 14:32:44
2279,1647,2,17.4,2025-07-12 15:36:20
2280,1647,52,12.2,2025-07-12 15:58:20
2281,1648,49,2.95,2025-10-06 17:15:46
2282,1648,52,9.25,2025-10-06 18:29:46
2283,1649,6,46.9,2025-10-14 01:47:33
2284,1650,7,45.85,2025-04-27 13:42:50
2285,1650,51,58.35,2025-04-27 12:55:50
2286,1651,51,19.34,2025-08-02 03:28:53
2287,1651,48,17.56,2025-08-02 04:41:53
2288,1652,21,11.93,2025-06-02 08:40:53
2289,1652,44,14.65,2025-06-02 08:43:53
2290,1652,51,30.22,2025-06-02 08:09:53
2291,1653,19,23.54,2025-03-18 04:09:27
2292,1653,11,21.46,2025-03-18 03:06:27
2293,1654,10,26.7,2025-10-20 13:31:54
2294,1655,35,34.7,2025-06-28 01:53:43
2295,1656,34,8.6,2025-04-24 10:16:36
2296,1657,53,2.12,2025-10-13 22:12:07
2297,1657,19,6.78,2025-10-13 23:27:07
2298,1658,3,89.9,2025-09-21 20:12:48
2299,1659,3,51.4,2025-03-07 17:07:04
2300,1660,2,33.6,2025-01-21 18:13:32
2301,1661,1,40.8,2025-02-28 01:01:25
2302,1662,23,16.46,2025-06-04 09:57:50
2303,1662,22,9.14,2025-06-04 10:30:50
2304,1663,34,30.6,2025-10-17 19:28:10
2305,1664,26,49.6,2025-02-05 03:43:11
2306,1665,16,18.4,2025-06-23 05:13:11
2307,1666,18,16.4,2025-09-07 12:14:05
2308,1667,24,17.4,2025-08-11 18:09:13
2309,1668,11,14.48,2025-05-30 12:40:55
2310,1668,37,23.32,2025-05-30 12:35:55
2311,1669,36,29.6,2025-02-18 23:32:17
2312,1670,27,30.47,2025-06-07 18:13:15
2313,1670,16,28.93,2025-06-07 18:33:15
2314,1671,40,18.8,2025-07-10 03:43:22
2315,1672,23,27.9,2025-10-21 00:41:20
2316,1673,50,7.57,2025-09-28 09:21:54
2317,1673,55,28.83,2025-09-28 09:23:54
2318,1674,4,8.64,2025-01-16 13:08:26
2319,1674,52,20.96,2025-01-16 13:34:26
2320,1675,56,20.6,2025-04-11 01:35:52
2321,1676,34,8.0,2025-04-27 08:52:52
2322,1677,59,14.4,2025-04-07 20:01:09
2323,1678,17,54.8,2025-07-27 18:21:42
2324,1679,55,25.5,2025-05-18 02:41:10
2325,1680,31,16.5,2025-11-15 18:04:51
2326,1681,34,11.6,2025-02-22 11:35:33
2327,1682,49,19.0,2025-10-11 13:25:44
2328,1683,5,47.6,2025-09-10 17:49:07
